ProteinName	log2(A,B)	AveExpr	t	P.Value	q	B
P54837_YEAST	-1.0325556605364	7.96451425978665	16.5371468180623	8.07303111137288e-06	2.82904064376989e-05	3.59572659104013
P40215_YEAST	-0.902815359614719	8.21854351953909	16.4817457010594	8.21762896430701e-06	2.87661242109003e-05	3.57489966309113
P04951_ECOLI	2.00220536983086	8.43478102079781	-16.4733880142161	8.2397076077209e-06	2.88123969250628e-05	3.57175182386712
P33297_YEAST	-0.826616311207703	7.74644109507368	16.4662929087796	8.25850594505337e-06	2.88426863506539e-05	3.56907829868798
Q12109_YEAST	-0.815370974190936	7.49469266450616	16.4634290138645	8.26610814231533e-06	2.88426863506539e-05	3.56799882818368
P38912_YEAST	-0.969773000554193	7.46309622331091	16.444161401827	8.31746964319345e-06	2.89907945119669e-05	3.56073163276865
P53199_YEAST	-1.02442858872375	7.45948160623698	16.4133900644061	8.40028146454343e-06	2.92480892105945e-05	3.54910829523977
Q06706_YEAST	-1.04500115392853	6.33208459603319	16.3983920967463	8.44099727897173e-06	2.9358420482584e-05	3.5434353583273
P53731_YEAST	-0.81026592404991	8.80928082939566	16.2552636262634	8.84153303349933e-06	3.07186596420297e-05	3.48904122245971
P76316_ECOLI	1.8076502066863	7.58828345290393	-16.2370067190889	8.89422407271887e-06	3.08687477956049e-05	3.48206933935542
P22106_ECOLI	2.26594572645618	4.51679858135588	-16.2178281935877	8.94997541723215e-06	3.10291258601694e-05	3.47473727280771
P43569_YEAST	-0.889367451393265	6.66675256348764	16.182977306079	9.05234733302623e-06	3.13506214345062e-05	3.46139189881188
P0AFP6_ECOLI	1.65099711858088	8.5728831948594	-16.1636814901712	9.10962282576927e-06	3.15154185419167e-05	3.45399093728473
P0A6H8_ECOLI	2.06517789966635	5.04874206488193	-30.1198318604751	3.15157950125377e-05	9.74233511224073e-05	3.45186969252594
P38737_YEAST	-1.15249523632496	4.04497246164707	16.1351000637704	9.19525018524173e-06	3.17778465487844e-05	3.44301261362138
Q05905_YEAST	-0.929113649587512	8.68644223972185	16.0898307713172	9.33282874320663e-06	3.22190648332356e-05	3.42558552339071
Q70Z53_HUMAN	-0.797096594939022	10.7289162962944	16.003112905552	9.60323315828018e-06	3.31174063952568e-05	3.39206838139135
P09127_ECOLI	2.09256387561423	7.41870054165283	-15.992697390002	9.63633022072588e-06	3.31963409722463e-05	3.38803080975392
P50107_YEAST	-0.796676504184482	8.56810749221844	15.9085551471166	9.90871129163413e-06	3.40985493337505e-05	3.35531890810383
P31979_ECOLI	1.90381590318922	6.74873972325742	-15.8917998022147	9.96403228753032e-06	3.42483863266037e-05	3.34878484875257
P0A9L8_ECOLI	1.82246063901987	7.76523518117663	-15.8889989429089	9.97331545242734e-06	3.42483863266037e-05	3.34769194756008
P38858_YEAST	-1.02473905043917	7.46781850513063	15.8713446324642	1.00320648368845e-05	3.44137920353888e-05	3.34079888144661
P0A7A7_ECOLI	1.83083451494532	6.1289052464479	-15.8674518205262	1.0045074206467e-05	3.44221088718975e-05	3.33927794243709
P0A7C6_ECOLI	2.05102188751021	7.03221302658669	-15.8353389587913	1.0153156494196e-05	3.47274283335965e-05	3.32671743940563
P22141_YEAST	-1.00399104483954	7.50066055699378	15.8140120476437	1.02256966113932e-05	3.49306359036248e-05	3.31836201533563
P0AEE1_ECOLI	1.94443637113054	7.04090017370914	-15.7679437132117	1.03844929991598e-05	3.54358564882138e-05	3.30027597625045
P49435_YEAST	-0.89571179701465	8.59206085635613	15.7509011951838	1.04439757975013e-05	3.56014772468283e-05	3.29357220801976
P0A8I5_ECOLI	2.53094017542671	5.65914429313822	-20.1092074981384	1.75241541908516e-05	5.66486574837469e-05	3.29227593979412
P14906_YEAST	-0.926924389474777	7.00530514725813	15.7444073010978	1.04667471094758e-05	3.56417398953039e-05	3.29101594385428
P0A6Y1_ECOLI	1.54019621816008	7.45701897214464	-15.724587285012	1.05366113352831e-05	3.58064414532641e-05	3.28320762798405
P39180_ECOLI	1.54247633058109	5.27263464464821	-15.7244391859895	1.05371354461174e-05	3.58064414532641e-05	3.28314924673258
P40693_YEAST	-0.933201542703505	7.21981985310676	15.7157729615922	1.05678582827047e-05	3.58452702898192e-05	3.27973205420571
P25738_ECOLI	1.79453491308151	8.76333715991712	-15.7121969086438	1.05805666946841e-05	3.58452702898192e-05	3.27832144145308
P27614_YEAST	-0.923148103444603	8.84133049091892	15.7118980434864	1.05816296058507e-05	3.58452702898192e-05	3.27820353673512
P00393_ECOLI	1.76320341962809	7.24739257907073	-15.6963960405506	1.06369358556478e-05	3.5995125288831e-05	3.27208488152116
P22255_ECOLI	2.23022134034019	6.35652963073263	-19.8086828033393	1.8707639280754e-05	6.01158527085098e-05	3.21356661065537
P0A9L5_ECOLI	1.79101614223778	6.75911517140186	-15.5369215347653	1.12261994309036e-05	3.79496887206846e-05	3.2087971655223
P32857_YEAST	-1.24996342445591	6.78126872045446	15.4945810503254	1.13890794886005e-05	3.84603182730311e-05	3.19188833965742
Q9UBW8_HUMAN	0.34082148397806	7.03177270901143	-15.4604167055587	1.15225462549532e-05	3.88706643372488e-05	3.17821197596304
P30822_YEAST	-1.04131874557218	7.50356795255194	15.4476529304464	1.15728832500062e-05	3.90000169212643e-05	3.17309497364592
Q01852_YEAST	-0.850224268516636	7.34668479314896	15.4248921245881	1.16632926044282e-05	3.92640036745346e-05	3.16395997491016
P47068_YEAST	-1.02552472414476	7.25513151063644	15.4104258783532	1.17211887889232e-05	3.93894468308349e-05	3.15814718339844
P23724_YEAST	-1.22975245117346	7.57571898890099	15.4095313453138	1.17247799914662e-05	3.93894468308349e-05	3.1577875706713
P54781_YEAST	-0.918881684816058	6.93039292358261	15.3690368898474	1.18887203149638e-05	3.98989870632222e-05	3.14148709713211
P33012_ECOLI	2.28249348025307	7.47052469697597	-15.3573909609959	1.19363692042436e-05	4.00176006723713e-05	3.13679148440303
P53295_YEAST	-1.03285727019482	6.99307449456424	15.3366919081032	1.20216170630281e-05	4.02618936034679e-05	3.12843714871017
P32891_YEAST	-0.859651620051274	7.69499677742662	15.3181789764625	1.20984718441296e-05	4.04776033303595e-05	3.12095589190072
P17536_YEAST	-0.914402837416588	8.19236880361649	15.3016327337748	1.21676540902865e-05	4.06672262092617e-05	3.11426197650263
P36160_YEAST	-0.863840783347688	8.16026763280647	15.2065769501887	1.25742794537616e-05	4.19831178476723e-05	3.07567004761224
P47089_YEAST	-0.784551988236749	5.45729302439398	15.1938601723371	1.2629888522655e-05	4.21135722400173e-05	3.07048942827789
P07213_YEAST	-0.920162479852737	7.01380467986841	15.1917254973825	1.26392516931909e-05	4.21135722400173e-05	3.06961938324655
P76329_ECOLI	1.89020602170926	4.28199765972876	-15.1538075532121	1.28069437852886e-05	4.26286399076343e-05	3.05414514266925
P36015_YEAST	-1.04194581648974	7.60780160485178	15.1295627824216	1.29155450764973e-05	4.29461682911751e-05	3.0442312498288
Q04062_YEAST	-0.769146835701285	7.86720587122441	15.1242267020025	1.29395933078657e-05	4.29821832861892e-05	3.04204721771835
P09064_YEAST	-0.809103057615211	8.94132318479092	15.0975168488204	1.30607657416357e-05	4.33404185630604e-05	3.03110378781528
P0A7B8_ECOLI	1.73291562136295	8.01763003389879	-15.0831594850026	1.31264537801977e-05	4.35110768324181e-05	3.0252136190018
P75823_ECOLI	1.84355735259059	7.15756154532395	-15.080437008312	1.31389537052382e-05	4.35110768324181e-05	3.02409609999093
P53839_YEAST	-0.748552782929533	9.0257209440579	15.0255169193618	1.33941432542933e-05	4.43110415696458e-05	3.00151081175355
P21306_YEAST	-0.895310824843186	8.51074205209428	14.9430975044271	1.37881914985713e-05	4.55220291912223e-05	2.96746656629012
P30657_YEAST	-0.872089010748674	8.50437398539469	14.8929172845405	1.40348158224665e-05	4.62892708465122e-05	2.94665012537474
P06149_ECOLI	1.43440665059745	5.66700257516185	-14.8159744055936	1.44231766256896e-05	4.74928454382662e-05	2.91459974516944
Q02196_YEAST	-1.12219121918752	6.16205746608592	14.814849953194	1.44289456620563e-05	4.74928454382662e-05	2.91413016714931
Q12285_YEAST	-0.820449317850844	7.02036064390716	14.7915987454416	1.4548850182615e-05	4.78390907925824e-05	2.90441260922671
P0A8A0_ECOLI	1.54084305408825	7.68818088138186	-14.7605053111732	1.47110420419218e-05	4.83235441619493e-05	2.89139443376531
Q12068_YEAST	-1.08605100001999	7.32179813568614	14.751787952023	1.4756897118723e-05	4.84147909698471e-05	2.88773990900427
Q01532_YEAST	-0.935599043926347	9.02473275149512	14.7495691314388	1.47685955233974e-05	4.84147909698471e-05	2.88680939400066
P28707_YEAST	-0.828417495830729	9.33135092639731	14.7322750836707	1.48601524727504e-05	4.86658769802459e-05	2.87955209537262
Q05933_YEAST	-1.01457483979667	7.96506840368512	14.6444169177563	1.53357781770004e-05	5.01729885629833e-05	2.84255585298434
P25045_YEAST	-0.91889811993837	6.66450403871802	14.6312213753731	1.54087570886914e-05	5.03610834697735e-05	2.83698086724288
Q96DV4_HUMAN	0.73035836606319	6.40284083513685	-14.6066335776817	1.55458396323661e-05	5.07581028960388e-05	2.82657983262145
P40312_YEAST	-0.931132079924794	7.96296955626835	14.5967847151266	1.5601153239707e-05	5.08876131750524e-05	2.822408873676
P28319_YEAST	-0.890848913627978	8.08914946799096	14.5802219653665	1.5694699072383e-05	5.10902516350247e-05	2.81538849133466
P36059_YEAST	-1.05085147244341	8.38247121872357	14.5737998513758	1.57311491946571e-05	5.11576971810247e-05	2.8126643107059
P0A780_ECOLI	1.81487095545941	6.02775153110394	-14.5619379576767	1.57987373801998e-05	5.13261677926172e-05	2.80762960271921
P0A832_ECOLI	2.57177405661587	5.65583609277247	-25.6963746344883	5.38119886770721e-05	0.000159087806525	2.80608174783915
P49334_YEAST	-0.874660062346836	8.02678216706883	14.5371898154587	1.59408585931306e-05	5.173619974537e-05	2.79711268017108
Q99258_YEAST	-1.05935952013305	6.54025369921852	14.349713838587	1.70679840198208e-05	5.53390668319613e-05	2.7168791152124
P06968_ECOLI	2.0371418823672	6.4760227407919	-14.3469885431359	1.70850505930468e-05	5.53392276181156e-05	2.7157053613092
P12281_ECOLI	1.60153004173564	8.08151848944476	-14.3301097013117	1.71912010416329e-05	5.56276475496421e-05	2.70843105880811
P00926_ECOLI	2.04057947207401	5.92983082573139	-14.2658732769099	1.76023734295908e-05	5.68450033694431e-05	2.68067149779214
P69786_ECOLI	1.9206595547475	7.30445045646502	-24.8355342123424	6.03515162847226e-05	0.000176973066689	2.66598227844074
P13645_HUMAN	-0.358068152987151	11.2777229769869	14.2267225223778	1.7858674636212e-05	5.76154860287316e-05	2.66369368832173
P00127_YEAST	-0.954187614375331	6.98545579920748	14.153974059594	1.83467316654393e-05	5.90144128348256e-05	2.63202672735773
P53507_YEAST	-0.815718665791722	8.21041018456589	14.0802201288879	1.88577052868603e-05	6.0538260210138e-05	2.59976229471602
P12962_YEAST	-0.885109611778222	6.58852338699964	14.056590987638	1.90249540458227e-05	6.10149413777273e-05	2.58939119706019
P00561_ECOLI	1.89728317113888	8.41991778732209	-13.9951442704153	1.94681493892663e-05	6.23747998166444e-05	2.56234311896493
P32468_YEAST	-0.999105879637698	5.78504675815264	13.9923103510251	1.94888820921603e-05	6.23797682713635e-05	2.56109291995572
P25572_YEAST	-1.11386928194716	7.27751996814322	13.9418587718833	1.98623840253905e-05	6.35127559985939e-05	2.53879524697291
P0ADZ0_ECOLI	1.73925450116938	6.6048287796657	-13.9085995264927	2.01132356733449e-05	6.42517116009013e-05	2.52405363675899
P64429_ECOLI	1.0460915354483	4.66777451263179	-17.3158259785908	3.35086288371598e-05	0.000102996276917	2.51007191253311
P06115_YEAST	-0.833471346962138	6.31153581275951	13.8471133071452	2.05869106661368e-05	6.56987296982217e-05	2.49671183152034
P38328_YEAST	-1.22188389949262	6.8326389812864	13.8029761176712	2.09350687358196e-05	6.66805519381835e-05	2.47701312254731
Q12207_YEAST	-0.899063615116278	6.5850926312184	13.7233206388732	2.15811661136632e-05	6.86711861072726e-05	2.44130947203206
P0AF50_ECOLI	2.23283786441397	7.22646699379358	-17.0604959622362	3.57329150782297e-05	0.000109213759243	2.43235958819594
P41811_YEAST	-0.916603389799675	7.25962126794375	13.6732949902008	2.19989783006528e-05	6.98639428063701e-05	2.41878531104486
P53889_YEAST	-1.08834341446838	7.83147127166962	13.6351873908509	2.2323672277388e-05	7.08259338986008e-05	2.40157440895067
Q06385_YEAST	-0.768258047380423	7.29116904342039	13.6214434182791	2.24421639465275e-05	7.11324728597539e-05	2.39535581710764
P00954_ECOLI	1.68716116201175	6.87605413244142	-13.6109836905953	2.25328390152858e-05	7.13503334739137e-05	2.39061919887271
P15274_YEAST	-0.941002771004184	6.91321817899407	13.6080608522521	2.25582543295811e-05	7.13613259531107e-05	2.38929498994164
Q99216_YEAST	-0.727624992266849	5.52020343808431	13.5959845861123	2.26636221951439e-05	7.16249751006879e-05	2.3838208883058
P0AFY8_ECOLI	1.90590847313889	6.30834489296507	-13.5816544546366	2.27894106670214e-05	7.19525859117995e-05	2.37731910025537
P33399_YEAST	-0.848961421581776	7.32028763911181	13.5490899650889	2.30783378019378e-05	7.27941363064033e-05	2.36251975253686
Q04304_YEAST	-1.01148448921913	7.91558074171493	13.546424280042	2.31021800067104e-05	7.27987300211456e-05	2.36130679610654
P40053_YEAST	-0.84346036444858	7.85190632527148	13.5409775313192	2.31509868963263e-05	7.28819064732363e-05	2.35882767503674
Q05946_YEAST	-1.91517630638513	5.38406885131458	13.5372282163562	2.31846543070127e-05	7.29173073562912e-05	2.35712059866462
P32457_YEAST	-0.853885619148575	6.93090625288631	13.4517749967539	2.39679036204641e-05	7.53078478973423e-05	2.31809073843302
P25515_YEAST	-1.05223763988354	8.77617526150978	13.4365138645038	2.41110526997001e-05	7.5684501331491e-05	2.31109551810756
P20434_YEAST	-0.910760882305413	8.24120337749512	13.426743010858	2.42032333758123e-05	7.59005929972436e-05	2.30661289247335
Q01976_YEAST	-1.00555738270423	7.22761946519057	13.4209951904877	2.42576542001279e-05	7.59979686501118e-05	2.30397448305216
P77774_ECOLI	1.90217468895336	6.7048792924046	-13.3953428012625	2.45023018940277e-05	7.66905541476208e-05	2.29218618832119
P0A9M5_ECOLI	0.976190264345076	5.63140648789081	-13.3435631605086	2.50050617774483e-05	7.81889047117903e-05	2.26832575642304
P06715_ECOLI	1.78381985948475	7.3649713017175	-13.3349327923526	2.50900391073241e-05	7.83792576148107e-05	2.26434025390253
P64624_ECOLI	1.5445399995048	7.43130347173967	-22.5255889510925	8.38116918620658e-05	0.000239758763825	2.26212737711735
P40422_YEAST	-0.965179651312955	7.12796252939471	13.2131774444932	2.632599802921e-05	8.21520166480708e-05	2.20785064342723
P40896_YEAST	-1.04258735889129	8.05120478760404	13.2110463105448	2.63482636420473e-05	8.21520166480708e-05	2.20685748199902
P37302_YEAST	-0.970592465262059	6.70668691942694	13.1851491381636	2.6620616548541e-05	8.29216906282138e-05	2.19477657466246
O60306_HUMAN	0.898009842690652	8.77200258069479	-13.1087404606297	2.74437743380062e-05	8.54039752604748e-05	2.15900048205315
P81449_YEAST	-0.776768831616883	9.20740020395599	13.1061571959399	2.74721252472169e-05	8.54104696978483e-05	2.1577874878229
Q03655_YEAST	-1.03178603531067	7.09513902126109	13.0554901750265	2.80352418407324e-05	8.70779431385499e-05	2.13395036594957
P0A8P3_ECOLI	1.78417000506899	5.86398006053332	-13.0443046788904	2.8161388394199e-05	8.7386292994213e-05	2.12867614105259
P37838_YEAST	-0.962301584443581	6.64661273921835	13.0034152387871	2.86282659075413e-05	8.87503534140364e-05	2.10935923493516
P32599_YEAST	-0.830289892449736	8.96093607058252	12.9147210551407	2.967276716538e-05	9.19007988779196e-05	2.06725981762372
P0ABZ4_ECOLI	2.24945868712596	4.82636701827101	-12.9090527994764	2.97410353121341e-05	9.20245926118555e-05	2.06456002921696
P76422_ECOLI	1.75661387063001	5.4689864264997	-21.3469917570039	0.000100404178077	0.000283432627696	2.03845735419687
P0AAB6_ECOLI	1.72193154062964	7.36989407165132	-12.7159643854717	3.21813206060905e-05	9.93861867151058e-05	1.97191546017962
P38256_YEAST	-1.26266034871825	6.09940573971201	12.7091970247823	3.22710481183364e-05	9.95687366990798e-05	1.96864437897151
P12994_ECOLI	2.42860775060277	8.17389031232083	-12.6738082367479	3.27451020435329e-05	0.000100935613124	1.95151195332235
P0A912_ECOLI	1.61497463960299	7.18599876046826	-12.633543983412	3.32944993295671e-05	0.000102531924072	1.93196417997262
Q12306_YEAST	-0.95614202237269	9.11176996243488	12.6304156764796	3.33376381830772e-05	0.000102567643682	1.93044296573598
P0A988_ECOLI	2.02474195645881	8.92052880750816	-12.5119408209326	3.50210383275767e-05	0.000107449086376	1.87256844625156
P32469_YEAST	-0.97157427734277	8.23600926375231	12.5115014117955	3.50274661224779e-05	0.000107449086376	1.87235283611843
P0ADK0_ECOLI	1.23691087948522	7.29293248696575	-12.509523222269	3.505642086265e-05	0.000107449086376	1.87138208580906
Q46851_ECOLI	2.20338848562186	7.56861698280589	-12.507076772064	3.50922686146699e-05	0.000107457681295	1.87018134735183
P45395_ECOLI	2.04659038655046	5.91276827386563	-12.4876597716388	3.53783250444434e-05	0.000108231715	1.86064346061225
P0A6E9_ECOLI	1.61361498812302	7.4312922630652	-12.4508093513129	3.59288202447562e-05	0.000109709411677	1.84250355665141
P27434_ECOLI	1.31723213841353	7.77174907354891	-12.4263919279226	3.62991550198082e-05	0.000110736259029	1.83045601291827
P75913_ECOLI	1.75626939259054	5.46644313301215	-12.3986633602977	3.67251864078551e-05	0.000111930933644	1.81674769200119
P76145_ECOLI	1.40415094294382	7.18572380608139	-12.3939649786435	3.67979573657189e-05	0.000112047712878	1.81442206877475
Q02784_YEAST	-1.1183935543388	7.08159496410168	12.3322954177224	3.77690840815097e-05	0.000114897157561	1.78381947564108
P23847_ECOLI	1.79410518219509	7.21733413334772	-12.3116997518567	3.81001258808254e-05	0.000115795896602	1.77356711304712
P07277_YEAST	-1.00836915129774	7.45798615400481	12.2043679732652	3.98817628578232e-05	0.000121097565652	1.71987588007958
P00899_YEAST	-0.93834817565433	8.78617384709916	12.1598664390628	4.0649180255816e-05	0.000123312625179	1.69748444297094
P0ADT8_ECOLI	1.43311312883747	6.06136223539694	-12.1385730521591	4.10225365389288e-05	0.000124329253331	1.68674322472394
P60785_ECOLI	1.30794669098684	7.85369099292105	-12.1227253358919	4.13030371354083e-05	0.000125062827527	1.67873753617266
Q04336_YEAST	-1.17641513114694	3.9457966054258	12.1107646789549	4.15162371546483e-05	0.00012549237903	1.67268894573533
P0A8B5_ECOLI	1.71266697541573	5.30670016285145	-12.1104379869645	4.15220786705263e-05	0.00012549237903	1.67252365665441
P53337_YEAST	-0.85169662368501	8.35203937989315	12.1003703356032	4.17025727963524e-05	0.000125920860477	1.66742790007106
P53834_YEAST	-0.842060271168212	8.40110386688818	12.096429970731	4.17734681466897e-05	0.000126017920606	1.66543239604687
P08244_ECOLI	2.06727524687683	6.36325116534084	-14.713557735494	6.76897845431048e-05	0.000197525363894	1.65869804873716
Q12178_YEAST	-1.21942912518332	7.1454112708034	12.0623039894102	4.23934521082195e-05	0.000127769699959	1.64812456746882
P21147_YEAST	-0.949758178546153	8.65662745325205	12.0336521926485	4.29223820333473e-05	0.000129244061456	1.63355763051879
P0AEM9_ECOLI	1.53097306051216	7.30828996211519	-11.9623268393794	4.42732755698435e-05	0.000133188429374	1.59715334590823
P38777_YEAST	-0.728456351091418	7.24675812785657	11.9516514836383	4.44797540408902e-05	0.000133685915103	1.59168719676265
P33775_YEAST	-1.01512137672728	9.27388776354708	11.9152422654486	4.51925630601673e-05	0.000135702876336	1.57301000523244
P10100_ECOLI	1.78526349464191	6.12354167665343	-11.8845454014317	4.58040271533863e-05	0.00013741208146	1.55722161667268
P00729_YEAST	-0.973447471333214	7.36242138668049	11.8553666200071	4.63943199375791e-05	0.000139054680587	1.54217864541665
Q04371_YEAST	-1.30668014326688	7.12014753015026	11.8297097301821	4.69207915411809e-05	0.000140503143731	1.52892275397652
P40078_YEAST	-1.33671297765358	5.45325742888927	11.7925301879878	4.76962660446233e-05	0.000142693888847	1.50966583653414
P42599_ECOLI	1.69431723479249	6.29758346591335	-11.7900619712556	4.7748280085297e-05	0.000142718204814	1.5083854328566
P34223_YEAST	-1.04655784568715	7.88445167740977	11.7674588536359	4.82277330764178e-05	0.000144018905385	1.49664826509091
P0AEG4_ECOLI	1.21369650216972	8.65737151902665	-11.7221516584717	4.92059916894053e-05	0.000146805399059	1.47305801864142
P13586_YEAST	-1.02222866339713	5.99726187425102	14.1696099152205	7.96049846487681e-05	0.000229499477019	1.4620727450898
P63417_ECOLI	2.3255591892305	6.72369349202642	-11.6863524630364	4.99955400130483e-05	0.000149024286088	1.45435811241849
P32366_YEAST	-0.929939954443864	8.59760085535315	11.6780927804156	5.01798227086805e-05	0.00014943661488	1.45003604026294
P21888_ECOLI	2.06657985120809	6.31164604306625	-14.1234581858172	8.07298925051998e-05	0.000232330628696	1.44505212809369
P0A7E9_ECOLI	1.88014501105338	7.67260958492314	-11.6650564879185	5.04723098321792e-05	0.000150170129528	1.44320869482871
P76268_ECOLI	1.89047891927528	6.12020807532734	-11.6485389546703	5.08457966856674e-05	0.00015114308119	1.43454794117673
P69428_ECOLI	1.8662510059134	6.00406208523148	-18.432489114766	0.000164345881646	0.000450255102876	1.42373089728645
P32803_YEAST	-0.941975362928804	8.02425772903428	11.6277972467843	5.1319425934032e-05	0.000152411664966	1.42365607807644
P35176_YEAST	-0.866952930378728	9.20107618421587	11.5926056887935	5.21349721244692e-05	0.000154692453785	1.40513486597399
P16451_YEAST	-1.13533744776002	6.23890304991844	11.5822759076535	5.23772551759986e-05	0.000155269675326	1.399688395585
P0AFL3_ECOLI	1.54291096435586	6.44641251268922	-14.000799686822	8.38155487110534e-05	0.000239758763825	1.39955121505276
P35180_YEAST	-0.856581360520235	7.63921912276252	11.5679731718811	5.27149191776751e-05	0.00015612833986	1.39213968100377
P0A9A9_ECOLI	1.53362420120401	7.44677733615278	-11.5246346150069	5.37538593628584e-05	0.00015906055564	1.36921327239087
Q12754_YEAST	-0.876304154675478	5.86457246502474	11.5138116839637	5.401707053588e-05	0.000159549058477	1.36347535247159
P0A855_ECOLI	1.79183614487735	9.39358853113224	-11.4977645196413	5.44101371032595e-05	0.000160564215844	1.35495850021126
Q12029_YEAST	-1.15065834192558	8.4485936889972	11.4250001432381	5.62353418288789e-05	0.000165756394543	1.3162004993919
P35908_HUMAN	-0.406194137434653	8.86959831044739	11.4235851943493	5.62715435348076e-05	0.000165756394543	1.3154445557382
P10507_YEAST	-0.978222543988985	6.46063800390335	11.3747646078887	5.75376278311564e-05	0.000169308968673	1.28930853244186
P48234_YEAST	-1.21173521250269	4.54698777238086	11.3730876840752	5.75817095179423e-05	0.000169308968673	1.28840894608651
P38779_YEAST	-0.898784666991324	7.05150681474968	11.2953376612117	5.96699758147326e-05	0.000175290660659	1.24656427370818
P38968_YEAST	-0.876867777843295	7.90916031477287	11.2748331296303	6.02355007820398e-05	0.000176792282079	1.23548435723504
P29745_ECOLI	1.86734560846349	7.54429881530391	-11.1918340544218	6.25901870018996e-05	0.000183371272578	1.19044317528785
P07702_YEAST	-0.877538388934687	7.52763331238874	11.1899042806722	6.26462127410389e-05	0.000183371272578	1.18939227090898
O95070_HUMAN	1.49477071360409	6.14632835676464	-17.3694245918195	0.000200550958862	0.000542137754131	1.17377857289503
P29704_YEAST	-0.688495754208573	8.21277969158832	11.0982279795014	6.53772257641662e-05	0.000191193109879	1.13927370120548
P12945_YEAST	-0.644957607760493	6.09769626668405	11.0240258785338	6.76908845620895e-05	0.000197525363894	1.09842734057111
P28007_YEAST	-1.03405818311908	7.38636322798914	11.022963094735	6.77247173253678e-05	0.000197525363894	1.0978404646434
P40582_YEAST	-0.728329165113989	8.40022567336433	11.0103782824971	6.81268629211125e-05	0.000198520213458	1.09088708156469
P04425_ECOLI	1.77768170566488	6.88927805288547	-11.0062022840443	6.82609278251776e-05	0.00019873279972	1.08857813190971
P00963_ECOLI	1.64046476411209	6.25695327560756	-10.9340194752293	7.0628146971408e-05	0.000205440728042	1.04853943639817
P60752_ECOLI	1.95278108874527	5.15505878610784	-16.8451112724929	0.000222230629496	0.000596282184092	1.04461081066159
P0ABZ6_ECOLI	1.60269105962363	7.526851298065	-10.9108685983669	7.14077794977023e-05	0.00020752287661	1.03564642625389
P40191_ECOLI	2.15494068645879	6.06022979790434	-16.7406069739872	0.000226909049304	0.000607832148549	1.01837139928817
P46985_YEAST	-1.26461422193286	6.18250500775578	10.8783063499703	7.25215873967318e-05	0.00021057160912	1.01746942772441
P31142_ECOLI	1.77906881228047	4.65515326188887	-13.0106440786404	0.000114838941498	0.000320838692226	1.01739906915541
P23839_ECOLI	2.22946246794007	6.19719294028437	-10.8555735612812	7.33113196948117e-05	0.000212674765074	1.00474976575013
P48606_YEAST	-0.676747270155952	5.91059251568438	10.8439919784969	7.37175570680522e-05	0.000213662652037	0.998260109051545
P25043_YEAST	-0.901011938516805	5.85340558859879	10.8319029887424	7.4144425485455e-05	0.000214708523311	0.991479330021017
P0AGL2_ECOLI	1.66372673162255	7.01142520673453	-10.8250731425728	7.43868786070145e-05	0.000215218976183	0.987645357037298
P0A6P5_ECOLI	1.72624781854966	6.97692437232601	-10.8092136471286	7.49534890698199e-05	0.000216665552404	0.978733957764605
P36112_YEAST	-0.780778391205136	7.33366706048412	10.7810213948631	7.59733191426346e-05	0.000219418502533	0.962863125528354
P0ABF6_ECOLI	2.1434385828063	6.80429052055193	-10.7553249856377	7.6917136913837e-05	0.000221947230917	0.948364093527866
P53081_YEAST	-0.740584568662653	6.76388694617448	10.6766660818681	7.98933268231719e-05	0.000230126748298	0.90378291197449
P53629_YEAST	-1.59059736417524	2.97994738401822	12.6751213158095	0.000128441714375	0.000356392879819	0.881499187534265
P0A9R4_ECOLI	1.1724311504908	7.19614095455104	-10.6329594489295	8.16056412233595e-05	0.000234643276091	0.878881187709311
P33327_YEAST	-0.924761903646295	4.77237567794021	12.6563641134172	0.000129258817129	0.000358354367693	0.873799971994236
P0A6J8_ECOLI	2.1187789008719	6.8385145677051	-10.6220448392981	8.20399726910893e-05	0.000235683737802	0.872647993038905
P40202_YEAST	-0.807130587561103	6.96925487012775	10.6020334361465	8.28433943160727e-05	0.000237781746086	0.861204489087964
P16649_YEAST	-0.790148292592043	9.14562578441395	10.5851058869074	8.3530250284952e-05	0.000239541775949	0.851509040465602
P27431_ECOLI	1.4582703938496	7.1575622424068	-10.5778408272949	8.38270954700497e-05	0.000239758763825	0.847343542525927
P53111_YEAST	-0.852903042293571	8.57906855314377	10.5731306554402	8.40202139492128e-05	0.000240005464664	0.844641517566938
P0A9Z1_ECOLI	1.46167442086801	8.24862426802262	-10.5721386185021	8.40609545673008e-05	0.000240005464664	0.844072287866418
P36046_YEAST	-0.707228190592311	7.83449062353979	10.5589858390745	8.46033143785383e-05	0.00024134208628	0.836520616431146
P37745_ECOLI	1.70201880956969	6.14265671699539	-10.4961900231755	8.72502521075464e-05	0.000248674688741	0.800347427757435
P09551_ECOLI	1.31738784148939	6.33935471704267	-15.8673070707479	0.000271456667951	0.000716539841053	0.792303647032657
P53163_YEAST	-0.962408271367572	7.80972519523064	10.4796709270529	8.79626880057869e-05	0.00025048569299	0.790798848822824
P0A9N4_ECOLI	1.66996090078749	6.55125268576963	-10.4561119775285	8.8990631648402e-05	0.000253191193456	0.777157203411743
P07464_ECOLI	1.89357145879379	8.08850510195403	-10.3956002996476	9.16964603768152e-05	0.000260661616386	0.741989400766276
